"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"112770987-112935987",0,NA,NA,NA,NA,NA
"112770987-112940987",1,0,1.63772407112203,0,1,NA
"112770987-112945987",2,1,2.7247482177325,0.367006387412994,0.713614253505702,NA
"112770987-112950987",1.5,0.584962500721156,2.58242179969542,0.226517023977318,0.820799320079877,NA
"112770987-112955987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112770987-112960987",1,0,1.63772407112203,0,1,NA
"112770987-112965987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112770987-112970987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112770987-112975987",1.5,0.584962500721156,2.58242179969542,0.226517023977318,0.820799320079877,NA
"112770987-112980987",1,0,1.71677716102509,0,1,NA
"112770987-112985987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112770987-112990987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112770987-112995987",0,NA,NA,NA,NA,NA
"112770987-113000987",0,NA,NA,NA,NA,NA
"112770987-113005987",0,NA,NA,NA,NA,NA
"112770987-113010987",0,NA,NA,NA,NA,NA
"112770987-113015987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112770987-113020987",0,NA,NA,NA,NA,NA
"112770987-113025987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112770987-113030987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112770987-113035987",1,0,1.63772407112203,0,1,NA
"112770987-113040987",0,NA,NA,NA,NA,NA
"112770987-113045987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112770987-113050987",1.5,0.584962500721156,2.58242179969542,0.226517023977318,0.820799320079877,NA
"112770987-113055987",0,NA,NA,NA,NA,NA
"112770987-113060987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112770987-113065987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112770987-113070987",0,NA,NA,NA,NA,NA
"112770987-113075987",0,NA,NA,NA,NA,NA
"112770987-113080987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112770987-113085987",0,NA,NA,NA,NA,NA
"112770987-113090987",0,NA,NA,NA,NA,NA
"112770987-113095987",0,NA,NA,NA,NA,NA
"112770987-113100987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112770987-113105987",1,0,1.63772407112203,0,1,NA
"112770987-113110987",0,NA,NA,NA,NA,NA
"112770987-113115987",0,NA,NA,NA,NA,NA
"112770987-113120987",0,NA,NA,NA,NA,NA
"112770987-113125987",0,NA,NA,NA,NA,NA
"112770987-113130987",0,NA,NA,NA,NA,NA
"112770987-113135987",0,NA,NA,NA,NA,NA
"112770987-113140987",0,NA,NA,NA,NA,NA
"112770987-113145987",0,NA,NA,NA,NA,NA
"112770987-113150987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112770987-113155987",0,NA,NA,NA,NA,NA
"112770987-113160987",0,NA,NA,NA,NA,NA
"112770987-113165987",0,NA,NA,NA,NA,NA
"112770987-113170987",0,NA,NA,NA,NA,NA
"112770987-113175987",0,NA,NA,NA,NA,NA
"112770987-113180987",1,0,1.71677716102509,0,1,NA
"112770987-113185987",0,NA,NA,NA,NA,NA
"112770987-113190987",0,NA,NA,NA,NA,NA
"112770987-113195987",0,NA,NA,NA,NA,NA
"112775987-112735987",1,0,1.63772407112203,0,1,NA
"112775987-112810987",1.5,0.584962500721156,2.58242179969542,0.226517023977318,0.820799320079877,NA
"112775987-112820987",1,0,1.71677716102509,0,1,NA
"112775987-112825987",1,0,1.71677716102509,0,1,NA
"112775987-112835987",1,0,1.71677716102509,0,1,NA
"112775987-112840987",2,1,3.02569908790277,0.330502132217364,0.741020581784998,NA
"112775987-112845987",0,NA,NA,NA,NA,NA
"112775987-112855987",1.5,0.584962500721156,2.58242179969542,0.226517023977318,0.820799320079877,NA
"112775987-112865987",1,0,1.63772407112203,0,1,NA
"112775987-112870987",1.5,0.584962500721156,2.34925162595079,0.248999508719893,0.803361161433464,NA
"112775987-112880987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112775987-112900987",1,0,1.63772407112203,0,1,NA
"112775987-112905987",0,NA,NA,NA,NA,NA
"112775987-112910987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112775987-112915987",0,NA,NA,NA,NA,NA
"112775987-112920987",0,NA,NA,NA,NA,NA
"112775987-112925987",1,0,1.71677716102509,0,1,NA
"112775987-112930987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112775987-112935987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112775987-112945987",0,NA,NA,NA,NA,NA
"112775987-112950987",1.5,0.584962500721156,2.34925162595079,0.248999508719893,0.803361161433464,NA
"112775987-112955987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112775987-112960987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112775987-112965987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112775987-112970987",0,NA,NA,NA,NA,NA
"112775987-112975987",0,NA,NA,NA,NA,NA
"112775987-112980987",0,NA,NA,NA,NA,NA
"112775987-112985987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112775987-112990987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112775987-112995987",0,NA,NA,NA,NA,NA
"112775987-113000987",0,NA,NA,NA,NA,NA
"112775987-113005987",1,0,1.71677716102509,0,1,NA
"112775987-113010987",0,NA,NA,NA,NA,NA
"112775987-113015987",0,NA,NA,NA,NA,NA
"112775987-113020987",0,NA,NA,NA,NA,NA
"112775987-113025987",0,NA,NA,NA,NA,NA
"112775987-113030987",1,0,1.63772407112203,0,1,NA
"112775987-113035987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112775987-113040987",0,NA,NA,NA,NA,NA
"112775987-113045987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112775987-113050987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112775987-113055987",0,NA,NA,NA,NA,NA
"112775987-113060987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112775987-113065987",0,NA,NA,NA,NA,NA
"112775987-113070987",0,NA,NA,NA,NA,NA
"112775987-113075987",1,0,1.63772407112203,0,1,NA
"112775987-113080987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112775987-113085987",0,NA,NA,NA,NA,NA
"112775987-113090987",1,0,1.71677716102509,0,1,NA
"112775987-113095987",0,NA,NA,NA,NA,NA
"112775987-113100987",0,NA,NA,NA,NA,NA
"112775987-113105987",0,NA,NA,NA,NA,NA
"112775987-113110987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112775987-113115987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112775987-113120987",0,NA,NA,NA,NA,NA
"112775987-113125987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112775987-113130987",0,NA,NA,NA,NA,NA
"112775987-113135987",0,NA,NA,NA,NA,NA
"112775987-113140987",1,0,1.71677716102509,0,1,NA
"112775987-113145987",0,NA,NA,NA,NA,NA
"112775987-113150987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112775987-113155987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112775987-113160987",0,NA,NA,NA,NA,NA
"112775987-113165987",0,NA,NA,NA,NA,NA
"112775987-113170987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112775987-113175987",0,NA,NA,NA,NA,NA
"112775987-113180987",0,NA,NA,NA,NA,NA
"112775987-113185987",0,NA,NA,NA,NA,NA
"112775987-113190987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112775987-113195987",0,NA,NA,NA,NA,NA
"112780987-112820987",1.5,0.584962500721156,2.58242179969542,0.226517023977318,0.820799320079877,NA
"112780987-112830987",1.5,0.584962500721156,2.58242179969542,0.226517023977318,0.820799320079877,NA
"112780987-112835987",2,1,2.7247482177325,0.367006387412994,0.713614253505702,NA
"112780987-112840987",2,1,2.7247482177325,0.367006387412994,0.713614253505702,NA
"112780987-112845987",1.5,0.584962500721156,2.58242179969542,0.226517023977318,0.820799320079877,NA
"112780987-112855987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112780987-112860987",2,1,2.7247482177325,0.367006387412994,0.713614253505702,NA
"112780987-112870987",0,NA,NA,NA,NA,NA
"112780987-112875987",1,0,1.71677716102509,0,1,NA
"112780987-112885987",0,NA,NA,NA,NA,NA
"112780987-112890987",2,1,2.7247482177325,0.367006387412994,0.713614253505702,NA
"112780987-112895987",2,1,2.7247482177325,0.367006387412994,0.713614253505702,NA
"112780987-112900987",0,NA,NA,NA,NA,NA
"112780987-112905987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112780987-112915987",0,NA,NA,NA,NA,NA
"112780987-112920987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112780987-112925987",1,0,1.71677716102509,0,1,NA
"112780987-112930987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112780987-112935987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112780987-112940987",0,NA,NA,NA,NA,NA
"112780987-112945987",0,NA,NA,NA,NA,NA
"112780987-112950987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112780987-112955987",1,0,1.63772407112203,0,1,NA
"112780987-112960987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112780987-112965987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112780987-112970987",0,NA,NA,NA,NA,NA
"112780987-112975987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112780987-112980987",1,0,1.71677716102509,0,1,NA
"112780987-112985987",0,NA,NA,NA,NA,NA
"112780987-112990987",0,NA,NA,NA,NA,NA
"112780987-112995987",0,NA,NA,NA,NA,NA
"112780987-113000987",0,NA,NA,NA,NA,NA
"112780987-113005987",0,NA,NA,NA,NA,NA
"112780987-113010987",0,NA,NA,NA,NA,NA
"112780987-113015987",0,NA,NA,NA,NA,NA
"112780987-113020987",1,0,1.63772407112203,0,1,NA
"112780987-113025987",0,NA,NA,NA,NA,NA
"112780987-113030987",0,NA,NA,NA,NA,NA
"112780987-113035987",0,NA,NA,NA,NA,NA
"112780987-113040987",0,NA,NA,NA,NA,NA
"112780987-113045987",0,NA,NA,NA,NA,NA
"112780987-113050987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112780987-113055987",0,NA,NA,NA,NA,NA
"112780987-113060987",0,NA,NA,NA,NA,NA
"112780987-113065987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112780987-113070987",0,NA,NA,NA,NA,NA
"112780987-113075987",0,NA,NA,NA,NA,NA
"112780987-113080987",0,NA,NA,NA,NA,NA
"112780987-113085987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112780987-113090987",0,NA,NA,NA,NA,NA
"112780987-113095987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112780987-113100987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112780987-113105987",0,NA,NA,NA,NA,NA
"112780987-113110987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112780987-113115987",0,NA,NA,NA,NA,NA
"112780987-113120987",0,NA,NA,NA,NA,NA
"112780987-113125987",0,NA,NA,NA,NA,NA
"112780987-113130987",0,NA,NA,NA,NA,NA
"112780987-113135987",0,NA,NA,NA,NA,NA
"112780987-113140987",0,NA,NA,NA,NA,NA
"112780987-113145987",0,NA,NA,NA,NA,NA
"112780987-113150987",0,NA,NA,NA,NA,NA
"112780987-113155987",0,NA,NA,NA,NA,NA
"112780987-113160987",1,0,1.71677716102509,0,1,NA
"112780987-113165987",0,NA,NA,NA,NA,NA
"112780987-113170987",0,NA,NA,NA,NA,NA
"112780987-113175987",0,NA,NA,NA,NA,NA
"112780987-113180987",0,NA,NA,NA,NA,NA
"112780987-113190987",0,NA,NA,NA,NA,NA
"112780987-113195987",0,NA,NA,NA,NA,NA
"112785987-112735987",1.5,0.584962500721156,2.58242179969542,0.226517023977318,0.820799320079877,NA
"112785987-112745987",1,0,1.63772407112203,0,1,NA
"112785987-112825987",1.5,0.584962500721156,2.34925162595079,0.248999508719893,0.803361161433464,NA
"112785987-112850987",1,0,1.71677716102509,0,1,NA
"112785987-112855987",1,0,1.71677716102509,0,1,NA
"112785987-112865987",2,1,2.7247482177325,0.367006387412994,0.713614253505702,NA
"112785987-112870987",1.5,0.584962500721156,2.34925162595079,0.248999508719893,0.803361161433464,NA
"112785987-112875987",1,0,1.63772407112203,0,1,NA
"112785987-112880987",2,1,2.7247482177325,0.367006387412994,0.713614253505702,NA
"112785987-112885987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112785987-112890987",1.5,0.584962500721156,2.58242179969542,0.226517023977318,0.820799320079877,NA
"112785987-112895987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112785987-112900987",1.5,0.584962500721156,2.58242179969542,0.226517023977318,0.820799320079877,NA
"112785987-112905987",1.5,0.584962500721156,2.58242179969542,0.226517023977318,0.820799320079877,NA
"112785987-112910987",1,0,1.71677716102509,0,1,NA
"112785987-112915987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112785987-112920987",0,NA,NA,NA,NA,NA
"112785987-112925987",1,0,1.71677716102509,0,1,NA
"112785987-112930987",0,NA,NA,NA,NA,NA
"112785987-112935987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112785987-112940987",0,NA,NA,NA,NA,NA
"112785987-112945987",1.5,0.584962500721156,2.58242179969542,0.226517023977318,0.820799320079877,NA
"112785987-112955987",1,0,1.71677716102509,0,1,NA
"112785987-112960987",0,NA,NA,NA,NA,NA
"112785987-112965987",0,NA,NA,NA,NA,NA
"112785987-112970987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112785987-112975987",1,0,1.63772407112203,0,1,NA
"112785987-112980987",0,NA,NA,NA,NA,NA
"112785987-112985987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112785987-112990987",0,NA,NA,NA,NA,NA
"112785987-112995987",0,NA,NA,NA,NA,NA
"112785987-113000987",0,NA,NA,NA,NA,NA
"112785987-113005987",0,NA,NA,NA,NA,NA
"112785987-113010987",1,0,1.63772407112203,0,1,NA
"112785987-113015987",0,NA,NA,NA,NA,NA
"112785987-113020987",0,NA,NA,NA,NA,NA
"112785987-113025987",0,NA,NA,NA,NA,NA
"112785987-113030987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112785987-113035987",0,NA,NA,NA,NA,NA
"112785987-113040987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112785987-113045987",0,NA,NA,NA,NA,NA
"112785987-113050987",0,NA,NA,NA,NA,NA
"112785987-113055987",0,NA,NA,NA,NA,NA
"112785987-113060987",0,NA,NA,NA,NA,NA
"112785987-113065987",0,NA,NA,NA,NA,NA
"112785987-113070987",1.5,0.584962500721156,2.58242179969542,0.226517023977318,0.820799320079877,NA
"112785987-113075987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112785987-113080987",0,NA,NA,NA,NA,NA
"112785987-113085987",0,NA,NA,NA,NA,NA
"112785987-113090987",1,0,1.71677716102509,0,1,NA
"112785987-113095987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112785987-113100987",0,NA,NA,NA,NA,NA
"112785987-113105987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112785987-113110987",1,0,1.71677716102509,0,1,NA
"112785987-113115987",0,NA,NA,NA,NA,NA
"112785987-113120987",0,NA,NA,NA,NA,NA
"112785987-113125987",0,NA,NA,NA,NA,NA
"112785987-113130987",0,NA,NA,NA,NA,NA
"112785987-113135987",1,0,1.71677716102509,0,1,NA
"112785987-113140987",0,NA,NA,NA,NA,NA
"112785987-113145987",0,NA,NA,NA,NA,NA
"112785987-113150987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112785987-113155987",0,NA,NA,NA,NA,NA
"112785987-113160987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112785987-113165987",0,NA,NA,NA,NA,NA
"112785987-113170987",0,NA,NA,NA,NA,NA
"112785987-113175987",0,NA,NA,NA,NA,NA
"112785987-113180987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112785987-113185987",0,NA,NA,NA,NA,NA
"112785987-113190987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112785987-113195987",0,NA,NA,NA,NA,NA
"112790987-112735987",1.5,0.584962500721156,2.34925162595079,0.248999508719893,0.803361161433464,NA
"112790987-112745987",2,1,2.7067915900838,0.369441076905755,0.71179898516043,NA
"112790987-112815987",2,1,2.7247482177325,0.367006387412994,0.713614253505702,NA
"112790987-112840987",1,0,1.63772407112203,0,1,NA
"112790987-112845987",1,0,1.63772407112203,0,1,NA
"112790987-112850987",2,1,2.7067915900838,0.369441076905755,0.71179898516043,NA
"112790987-112860987",2,1,2.7247482177325,0.367006387412994,0.713614253505702,NA
"112790987-112865987",2,1,3.02569908790277,0.330502132217364,0.741020581784998,NA
"112790987-112870987",1,0,1.71677716102509,0,1,NA
"112790987-112875987",1.5,0.584962500721156,2.34925162595079,0.248999508719893,0.803361161433464,NA
"112790987-112880987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112790987-112895987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112790987-112900987",1,0,1.63772407112203,0,1,NA
"112790987-112905987",2,1,2.7247482177325,0.367006387412994,0.713614253505702,NA
"112790987-112910987",1,0,1.63772407112203,0,1,NA
"112790987-112915987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112790987-112920987",0,NA,NA,NA,NA,NA
"112790987-112925987",0,NA,NA,NA,NA,NA
"112790987-112930987",1.5,0.584962500721156,2.58242179969542,0.226517023977318,0.820799320079877,NA
"112790987-112935987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112790987-112940987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112790987-112945987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112790987-112950987",0,NA,NA,NA,NA,NA
"112790987-112955987",0,NA,NA,NA,NA,NA
"112790987-112960987",0,NA,NA,NA,NA,NA
"112790987-112970987",1,0,1.63772407112203,0,1,NA
"112790987-112975987",0,NA,NA,NA,NA,NA
"112790987-112980987",0,NA,NA,NA,NA,NA
"112790987-112985987",1,0,1.71677716102509,0,1,NA
"112790987-112990987",0,NA,NA,NA,NA,NA
"112790987-112995987",0,NA,NA,NA,NA,NA
"112790987-113000987",0,NA,NA,NA,NA,NA
"112790987-113005987",0,NA,NA,NA,NA,NA
"112790987-113010987",0,NA,NA,NA,NA,NA
"112790987-113015987",0,NA,NA,NA,NA,NA
"112790987-113020987",0,NA,NA,NA,NA,NA
"112790987-113025987",0,NA,NA,NA,NA,NA
"112790987-113030987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112790987-113035987",0,NA,NA,NA,NA,NA
"112790987-113040987",0,NA,NA,NA,NA,NA
"112790987-113045987",0,NA,NA,NA,NA,NA
"112790987-113050987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112790987-113055987",0,NA,NA,NA,NA,NA
"112790987-113060987",0,NA,NA,NA,NA,NA
"112790987-113065987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112790987-113070987",0,NA,NA,NA,NA,NA
"112790987-113075987",0,NA,NA,NA,NA,NA
"112790987-113080987",0,NA,NA,NA,NA,NA
"112790987-113085987",0,NA,NA,NA,NA,NA
"112790987-113090987",0,NA,NA,NA,NA,NA
"112790987-113095987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112790987-113100987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112790987-113105987",0,NA,NA,NA,NA,NA
"112790987-113110987",0,NA,NA,NA,NA,NA
"112790987-113115987",0,NA,NA,NA,NA,NA
"112790987-113120987",0,NA,NA,NA,NA,NA
"112790987-113125987",0,NA,NA,NA,NA,NA
"112790987-113130987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112790987-113135987",0,NA,NA,NA,NA,NA
"112790987-113140987",1,0,1.71677716102509,0,1,NA
"112790987-113145987",0,NA,NA,NA,NA,NA
"112790987-113150987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112790987-113155987",0,NA,NA,NA,NA,NA
"112790987-113160987",0,NA,NA,NA,NA,NA
"112790987-113165987",0,NA,NA,NA,NA,NA
"112790987-113170987",0,NA,NA,NA,NA,NA
"112790987-113175987",0,NA,NA,NA,NA,NA
"112790987-113180987",0,NA,NA,NA,NA,NA
"112790987-113185987",0,NA,NA,NA,NA,NA
"112790987-113190987",0,NA,NA,NA,NA,NA
"112790987-113195987",0,NA,NA,NA,NA,NA
"112795987-112745987",2,1,3.02569908790277,0.330502132217364,0.741020581784998,NA
"112795987-112750987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112795987-112840987",0,NA,NA,NA,NA,NA
"112795987-112850987",2,1,2.7067915900838,0.369441076905755,0.71179898516043,NA
"112795987-112860987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112795987-112865987",1.5,0.584962500721156,2.58242179969542,0.226517023977318,0.820799320079877,NA
"112795987-112880987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112795987-112890987",1,0,1.63772407112203,0,1,NA
"112795987-112895987",1.5,0.584962500721156,2.34925162595079,0.248999508719893,0.803361161433464,NA
"112795987-112900987",1.5,0.584962500721156,2.58242179969542,0.226517023977318,0.820799320079877,NA
"112795987-112905987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112795987-112910987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112795987-112915987",0,NA,NA,NA,NA,NA
"112795987-112920987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112795987-112925987",0,NA,NA,NA,NA,NA
"112795987-112930987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112795987-112935987",1,0,1.71677716102509,0,1,NA
"112795987-112940987",1,0,1.63772407112203,0,1,NA
"112795987-112945987",2,1,2.7247482177325,0.367006387412994,0.713614253505702,NA
"112795987-112950987",0,NA,NA,NA,NA,NA
"112795987-112955987",1.5,0.584962500721156,2.58242179969542,0.226517023977318,0.820799320079877,NA
"112795987-112960987",0,NA,NA,NA,NA,NA
"112795987-112965987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112795987-112970987",0,NA,NA,NA,NA,NA
"112795987-112975987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112795987-112980987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112795987-112985987",0,NA,NA,NA,NA,NA
"112795987-112990987",0,NA,NA,NA,NA,NA
"112795987-112995987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112795987-113000987",1,0,1.63772407112203,0,1,NA
"112795987-113005987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112795987-113010987",0,NA,NA,NA,NA,NA
"112795987-113015987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112795987-113020987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112795987-113025987",0,NA,NA,NA,NA,NA
"112795987-113030987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112795987-113035987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112795987-113040987",1,0,1.63772407112203,0,1,NA
"112795987-113045987",0,NA,NA,NA,NA,NA
"112795987-113050987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112795987-113055987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112795987-113060987",1.5,0.584962500721156,2.58242179969542,0.226517023977318,0.820799320079877,NA
"112795987-113065987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112795987-113070987",1.5,0.584962500721156,2.34925162595079,0.248999508719893,0.803361161433464,NA
"112795987-113075987",0,NA,NA,NA,NA,NA
"112795987-113080987",0,NA,NA,NA,NA,NA
"112795987-113085987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112795987-113090987",0,NA,NA,NA,NA,NA
"112795987-113095987",0,NA,NA,NA,NA,NA
"112795987-113100987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112795987-113105987",0,NA,NA,NA,NA,NA
"112795987-113110987",0,NA,NA,NA,NA,NA
"112795987-113115987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112795987-113120987",0,NA,NA,NA,NA,NA
"112795987-113125987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112795987-113130987",0,NA,NA,NA,NA,NA
"112795987-113135987",0,NA,NA,NA,NA,NA
"112795987-113140987",0,NA,NA,NA,NA,NA
"112795987-113145987",0,NA,NA,NA,NA,NA
"112795987-113150987",0,NA,NA,NA,NA,NA
"112795987-113155987",0,NA,NA,NA,NA,NA
"112795987-113160987",0,NA,NA,NA,NA,NA
"112795987-113165987",0,NA,NA,NA,NA,NA
"112795987-113170987",0,NA,NA,NA,NA,NA
"112795987-113175987",0,NA,NA,NA,NA,NA
"112795987-113180987",0,NA,NA,NA,NA,NA
"112795987-113185987",1,0,1.71677716102509,0,1,NA
"112795987-113190987",0,NA,NA,NA,NA,NA
"112795987-113195987",0,NA,NA,NA,NA,NA
"112800987-112735987",1,0,1.63772407112203,0,1,NA
"112800987-112740987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112800987-112745987",1,0,1.63772407112203,0,1,NA
"112800987-112750987",2,1,2.7247482177325,0.367006387412994,0.713614253505702,NA
"112800987-112755987",1.5,0.584962500721156,2.58242179969542,0.226517023977318,0.820799320079877,NA
"112800987-112760987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112800987-112825987",1.5,0.584962500721156,2.34925162595079,0.248999508719893,0.803361161433464,NA
"112800987-112855987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112800987-112860987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112800987-112865987",1.5,0.584962500721156,2.34925162595079,0.248999508719893,0.803361161433464,NA
"112800987-112870987",1.5,0.584962500721156,2.34925162595079,0.248999508719893,0.803361161433464,NA
"112800987-112875987",1.5,0.584962500721156,2.58242179969542,0.226517023977318,0.820799320079877,NA
"112800987-112880987",1.5,0.584962500721156,2.58242179969542,0.226517023977318,0.820799320079877,NA
"112800987-112885987",1,0,1.71677716102509,0,1,NA
"112800987-112890987",0.5,-1,1.53851285443081,-0.649978319726137,0.51570622596882,NA
"112800987-112895987",1,0,1.71677716102509,0,1,NA
"112800987-112900987",0,NA,NA,NA,NA,NA
